"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W20","S.W36","S.W37"
"259","Eukaryota;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;NA;NA;","0.000278","0.001241","0.001174","9.7e-05","0.000498","0.00026","0.000474","0.000102","0.000105","4.8e-05","0.000175","0.001011","3.4e-05","0.000934","0.00041","6.9e-05","5.1e-05","4.9e-05"
"260","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Dictyobacteraceae;NA;NA;","0.000273","0.000233","0.000271","0.000463","0.000413","8.7e-05","0.000217","0.000197","0.000285","0.000246","0.00021","0.000244","0.000192","0.000281","7.8e-05","5.3e-05","0.000199","0.000136"
"261","Bacteria;Armatimonadetes;Armatimonadia;Capsulimonadales;Capsulimonadaceae;NA;NA;","0.000271","8.1e-05","5.3e-05","0.000145","9e-05","6.8e-05","2.2e-05","0.000148","0.000168","3.7e-05","9.8e-05","5.1e-05","8.8e-05","0.000276","5.9e-05","3e-06","5.8e-05","5.2e-05"
"262","Bacteria;Aquificae;Aquificae;Aquificales;Aquificaceae;NA;NA;","0.000266","0.000398","0.00025","0.00029","0.000415","0.000265","0.000132","0.001643","0.000353","0.000358","0.000283","0.000361","0.000387","0.000197","0.000161","0.000244","0.000292","0.000318"
"263","Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Gallionellaceae;NA;NA;","0.000266","0.00027","0.000898","0.00039","0.000164","0.000202","0.000794","0.001467","0.000775","0.000285","0.000402","0.000199","0.000236","0.000335","0.000794","0.000819","0.000594","0.000618"
"264","Bacteria;Firmicutes;Clostridia;Clostridiales;Gracilibacteraceae;NA;NA;","0.000262","0.000149","0.000219","0.000478","0.000234","0.000176","0.00032","0.000509","0.000288","0.000317","0.000259","0.000322","0.000323","0.000251","0.000188","0.000284","0.000257","0.000328"
"265","Eukaryota;Chytridiomycota;Chytridiomycetes;Synchytriales;Synchytriaceae;NA;NA;","0.000259","0.000199","0.000105","4.8e-05","6.6e-05","4e-05","6.2e-05","0.000302","4e-05","5e-05","3.5e-05","8.4e-05","9.7e-05","0.000256","3.8e-05","4.1e-05","6e-06","3.5e-05"
"266","Bacteria;Calditrichaeota;Calditrichae;Calditrichales;Calditrichaceae;NA;NA;","0.000255","0.000744","0.000381","0.000202","0.000471","0.000302","0.000265","0.000804","0.000211","0.000201","0.000248","0.000445","0.000206","0.000473","0.000118","0.000131","0.000331","0.000143"
"267","Eukaryota;Apicomplexa;Conoidasida;Eugregarinorida;Gregarinidae;NA;NA;","0.000252","0.000134","0.000162","0.000378","9.8e-05","2.1e-05","4.8e-05","2.2e-05","2.3e-05","0.000192","0.000451","0.00059","0.000101","0.000302","0.000432","6e-06","0.000707","0.000223"
"268","Bacteria;Elusimicrobia;Endomicrobia;Endomicrobiales;Endomicrobiaceae;NA;NA;","0.000252","0.000519","0.000346","0.000421","0.000372","0.000164","8.5e-05","4.9e-05","0.00012","0.000256","0.000157","0.000536","0.000227","0.00018","7.5e-05","2.2e-05","0.000173","0.000157"
"269","Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;NA;NA;","0.00025","0.00033","0.000289","0.000741","0.000462","0.000291","0.00089","7e-04","0.000522","0.000513","0.000685","0.00025","0.000436","0.000402","0.000308","0.000306","0.000919","0.000999"
"270","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Sanguibacteraceae;NA;NA;","0.000248","5.5e-05","6.1e-05","0.000197","0.000105","0.000157","9.6e-05","0.000379","0.000131","0.000151","0.000175","0.000214","0.000137","0.000117","8e-05","2.5e-05","0.000183","0.00014"
"271","Bacteria;Proteobacteria;Oligoflexia;Bdellovibrionales;Bdellovibrionaceae;NA;NA;","0.000245","0.000265","0.000289","0.000511","0.000225","0.000202","0.000316","0.001365","0.000379","0.000434","0.000364","0.000436","0.000324","0.000188","0.000185","0.000166","0.000983","0.000873"
"272","Bacteria;Cyanobacteria;NA;Synechococcales;Pseudanabaenaceae;NA;NA;","0.000245","0.001189","0.000166","0.000288","0.000186","0.000197","8.8e-05","0.000838","0.000151","0.000144","0.000171","0.000172","0.000252","0.000134","0.00011","6.6e-05","0.000225","0.000115"
"273","Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Gordoniaceae;NA;NA;","0.000243","0.000144","6.1e-05","0.000166","0.000178","0.000164","0.000125","8e-05","0.000333","0.000201","0.000175","0.000223","9.3e-05","0.000126","0.000161","5.3e-05","0.000106","0.000133"
"274","Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;NA;NA;","0.000241","0.000333","0.000193","0.00033","0.000259","0.000157","0.000199","0.000188","0.000556","9.8e-05","0.000329","0.000307","0.000174","0.000184","7.8e-05","0.000119","0.000251","0.000307"
"275","Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;NA;NA;","0.000238","0.000233","0.000215","0.000261","0.000146","0.000352","0.000103","0.000231","0.000291","0.000153","0.00021","0.000178","0.000236","0.000239","0.000225","0.000144","0.000373","0.000356"
"276","Eukaryota;Fornicata;NA;Diplomonadida;Hexamitidae;NA;NA;","0.000236","0.000982","0.000477","0.008076","0.000205","0.001972","0.024625","0.000321","0.000328","0.001816","0.000402","0.002221","0.000121","0.00054","0.000225","0.000194","0.008704","0.000196"
"277","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;NA;NA;","0.000234","0.000241","0.000517","0.000492","0.000147","0.000267","0.000136","0.000986","0.000165","0.00024","0.000252","0.000331","0.000206","0.000268","0.000228","0.000156","0.001147","0.000754"
"278","Eukaryota;NA;Oomycota;Saprolegniales;Saprolegniaceae;NA;NA;","0.000231","0.000233","0.000473","0.000188","0.000349","0.000131","0.000287","0.000308","0.000125","9.6e-05","9.1e-05","0.000439","0.000182","0.000369","0.000145","7.2e-05","9e-05","9.4e-05"
"279","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;NA;","0.000227","0.000272","0.00042","0.000285","0.000245","0.000202","0.000298","0.000586","0.000137","0.000235","0.000287","0.000493","0.000205","0.000352","0.000223","6.6e-05","0.000572","0.000447"
"280","Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;NA;NA;","0.000227","0.000102","0.000232","0.000173","0.000159","0.000115","0.000276","0.000151","0.000365","0.000103","0.000157","0.000169","6.4e-05","0.000159","9.1e-05","6e-06","0.000225","0.00023"
"281","Bacteria;Cyanobacteria;NA;Chroococcales;Microcystaceae;NA;NA;","0.000227","0.000346","0.000153","0.000366","0.000159","0.000101","2.2e-05","0.000888","7.7e-05","0.000125","0.000122","0.000156","0.000371","0.000193","5.9e-05","5e-05","8e-04","0.000381"
"282","Bacteria;Candidatus Cryosericota;Candidatus Cryosericia;Candidatus Cryosericales;Candidatus Cryosericaceae;NA;NA;","0.000227","0.000296","0.00014","0.000266","0.000217","0.000244","0.000217","0.000179","0.00045","0.000144","0.000161","0.000283","0.000243","0.000168","0.000185","5.6e-05","0.000161","0.000398"
"283","Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Thermonemataceae;NA;NA;","0.000225","0.000375","0.00042","0.000435","0.00035","6.6e-05","0.000176","0.000447","0.000291","0.000365","0.00022","0.00028","0.000128","0.00026","8.9e-05","0.000209","0.000838","0.000395"
"284","Bacteria;Kiritimatiellaeota;Kiritimatiellae;Kiritimatiellales;Kiritimatiellaceae;NA;NA;","0.000225","0.000464","0.000455","0.000109","0.000357","0.000202","6.6e-05","0.008817","8e-05","0.000915","0.000517","0.000235","0.000168","3.8e-05","9.9e-05","0.000378","7.4e-05","0.000925"
"285","Bacteria;Proteobacteria;Oligoflexia;Bacteriovoracales;Bacteriovoracaceae;NA;NA;","0.000222","0.000118","0.000188","0.000119","0.000198","8.4e-05","0.000129","0.000194","0.000125","0.000155","0.000108","0.000211","0.000166","0.000193","3.8e-05","9e-06","0.000206","0.000105"
"286","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;NA;NA;","0.000222","0.000293","0.000416","0.000335","0.000457","0.000363","0.000239","0.000958","0.000559","0.000269","0.000234","0.000352","0.000262","0.000264","0.000308","0.000225","0.00017","3e-04"
"287","Eukaryota;Evosea;Eumycetozoa;Dictyosteliales;Dictyosteliaceae;NA;NA;","0.000222","0.000312","0.000447","0.000126","0.000191","6.8e-05","0.000129","0.000133","6e-05","7.5e-05","7.7e-05","0.000265","3.7e-05","0.000524","6.4e-05","4.4e-05","3.9e-05","3.8e-05"
"288","Bacteria;Armatimonadetes;Chthonomonadetes;Chthonomonadales;Chthonomonadaceae;NA;NA;","0.00022","6.5e-05","0.000105","0.000219","4.9e-05","6.1e-05","0.00032","0.000783","0.000587","0.000262","0.000346","3e-05","0.000147","5.9e-05","4e-05","0.000409","0.000318","0.000262"
"289","Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;NA;NA;","0.000218","0.000581","0.000175","0.00015","6.1e-05","0.000162","0.000121","7.4e-05","7.4e-05","6.2e-05","0.000164","0.000253","0.000115","0.000109","0.000279","9e-06","4.5e-05","8.4e-05"
"290","Bacteria;Candidatus Fermentibacteria;Candidatus Fermentibacteria (class);Candidatus Fermentibacterales;Candidatus Fermentibacteraceae;NA;NA;","0.000218","3.4e-05","0.000201","1.7e-05","5.2e-05","1.2e-05","2.9e-05","0.000801","4.3e-05","7.8e-05","6.3e-05","4.2e-05","5.1e-05","0.000147","3e-05","7.2e-05","3.2e-05","0.00014"
"291","Eukaryota;Heterolobosea;NA;NA;Vahlkampfiidae;NA;NA;","0.000215","0.000385","0.000455","0.000145","0.000176","7.3e-05","0.000173","7.1e-05","6.8e-05","3.9e-05","0.000119","0.000277","2.2e-05","0.00041","0.000107","3.4e-05","4.5e-05","2.4e-05"
"292","Bacteria;Actinobacteria;Actinobacteria;Frankiales;Frankiaceae;NA;NA;","0.000215","0.000165","0.000153","0.000207","0.000242","0.000176","0.000114","0.000995","0.000242","0.000488","0.000252","0.000262","0.000321","0.000184","0.000188","0.000131","0.000164","0.000269"
"293","Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;NA;NA;","0.000213","0.000437","0.001235","0.000544","0.000108","0.000251","0.000118","0.000841","0.000237","0.000577","0.000241","0.000542","9.7e-05","0.000302","0.00018","6.3e-05","0.000295","0.00029"
"294","Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae;NA;NA;","0.000213","0.000207","0.000188","0.000209","9.6e-05","0.000127","0.000103","0.000345","0.000182","0.000386","0.000164","0.000165","0.000219","0.000427","0.000231","4.7e-05","0.000366","0.00029"
"295","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae;NA;NA;","0.000213","9.2e-05","0.000118","0.000135","0.000323","0.000232","0.000279","0.000308","0.000801","0.000164","0.000245","0.000135","0.000145","0.000209","7.2e-05","9.1e-05","0.000189","0.000796"
"296","Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;Candidatus Paracaedibacteraceae;NA;NA;","0.000211","0.000262","0.000924","0.000192","5.4e-05","0.000173","0.000158","0.00045","0.000191","0.000217","0.000189","0.000448","4.5e-05","0.000285","0.000145","1e-04","0.000437","0.000538"
"297","Bacteria;Planctomycetes;Planctomycetia;Gemmatales;Gemmataceae;NA;NA;","0.000201","0.00022","0.000149","0.000185","0.000144","0.000157","0.000129","0.000364","0.000966","0.000285","0.000213","0.000268","0.000157","0.000134","0.000182","0.000228","0.000196","0.000234"
"298","Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;NA;NA;","0.000197","0.00016","0.000254","0.000321","0.000115","0.000136","0.00032","0.000903","0.000254","0.000212","0.000315","0.000169","0.000144","0.000176","0.000158","0.000341","0.000273","0.000265"
"299","Bacteria;Cyanobacteria;NA;Chroococcales;Entophysalidaceae;NA;NA;","0.000197","8e-06","1.8e-05","1.9e-05","2.5e-05","0.000359","7e-06","6e-06","3e-06","7e-06","4.2e-05","0.000463","0.00022","5.9e-05","3e-06","0","1e-05","1e-05"
"300","Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae;NA;NA;","0.000194","0.000416","0.000136","0.00019","4.4e-05","7.7e-05","8.8e-05","0.000712","0.00012","0.00013","0.000157","0.000277","0.000173","0.000147","7e-05","5e-05","0.000295","0.000161"
"301","Eukaryota;NA;Bigyra;Opalinata;Blastocystidae;NA;NA;","0.000192","0.000435","0.000582","0.000105","0.000313","0.000171","0.000228","0.000129","7.7e-05","5.9e-05","0.000154","0.000331","1.8e-05","0.000364","0.000174","4.4e-05","9.3e-05","3.5e-05"
"302","Eukaryota;Ciliophora;Spirotrichea;Sporadotrichida;Halteriidae;NA;NA;","0.00019","0.000623","0.000622","0.000119","0.000386","0.000204","0.000199","5.2e-05","4.6e-05","3e-05","0.000105","0.000581","1e-05","0.000264","0.000188","2.2e-05","6e-06","7e-06"
"303","Bacteria;Thermotogae;Thermotogae;Thermotogales;Fervidobacteriaceae;NA;NA;","0.00019","0.000178","0.00039","0.000299","0.000315","0.000239","0.000327","0.000715","0.000262","0.000203","0.000339","0.000457","0.000393","0.000323","0.000145","0.000172","0.000209","0.000227"
"304","Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Microbulbiferaceae;NA;NA;","0.00019","0.000327","0.000175","0.00019","0.000423","0.000143","0.000217","0.000598","0.000282","0.000151","0.000171","0.000298","0.000192","0.000331","0.000185","0.000119","0.000209","0.000255"
"305","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;NA;NA;","0.000185","0.000178","0.000201","0.000223","8.1e-05","0.000281","0.000184","0.000453","0.000314","0.000137","0.000178","0.000214","0.000101","0.000209","0.000233","8.1e-05","0.00052","0.000716"
"306","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Cohaesibacteraceae;NA;NA;","0.000185","0.000136","0.000101","0.000197","0.00019","7.3e-05","0.000206","0.000521","0.000151","0.000105","0.000122","0.000277","0.000113","0.000251","4e-05","6.6e-05","0.000347","0.000248"
"307","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Ruaniaceae;NA;NA;","0.000183","0.000123","0.000363","0.000245","0.000166","0.000145","9.9e-05","0.000148","0.000402","0.000107","0.000217","0.000205","0.000123","0.000373","0.000622","3e-06","5.5e-05","0.000311"
"308","Bacteria;Proteobacteria;Zetaproteobacteria;Mariprofundales;Mariprofundaceae;NA;NA;","0.000181","0.000199","0.000193","0.000181","0.00013","0.000105","0.000147","4.6e-05","0.000131","0.000121","0.000133","0.000156","8.8e-05","0.000105","9.4e-05","4.4e-05","0.000222","0.000122"
"309","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;NA;NA;","0.000178","0.000183","0.000184","0.000299","0.000124","0.000368","0.00021","0.000145","0.000134","9.4e-05","0.000213","0.000502","0.000129","4.6e-05","0.000134","1.9e-05","4.8e-05","1.7e-05"
"310","Bacteria;Actinobacteria;Actinobacteria;Glycomycetales;Glycomycetaceae;NA;NA;","0.000176","0.000168","0.000123","0.000235","0.000325","8.4e-05","0.00018","0.00041","0.000125","9.4e-05","0.000126","0.000355","0.000168","0.000348","6.7e-05","1.6e-05","0.000125","0.000129"
"311","Bacteria;Cyanobacteria;NA;Oscillatoriales;Microcoleaceae;NA;NA;","0.000176","0.000183","0.000263","0.000278","0.000179","0.000384","0.000143","0.000157","0.000205","9.8e-05","0.000161","0.000138","0.000254","0.000318","0.000107","6.3e-05","0.000328","0.00021"
"312","Bacteria;Chrysiogenetes;Chrysiogenetes;Chrysiogenales;Chrysiogenaceae;NA;NA;","0.000174","0.00011","0.000188","0.000311","0.000151","0.00011","0.000566","0.000866","0.000162","0.000119","0.000262","0.000265","0.000149","0.000147","0.000266","6.9e-05","0.000109","0.000269"
"313","Archaea;Euryarchaeota;Methanomicrobia;Methanocellales;Methanocellaceae;NA;NA;","0.000174","0.00016","8.8e-05","0.000126","6.1e-05","5.9e-05","0.000114","9.2e-05","8e-05","0.000167","0.000192","0.000111","9.4e-05","2.9e-05","8e-05","6e-06","2.9e-05","1.7e-05"
"314","Bacteria;Dictyoglomi;Dictyoglomia;Dictyoglomales;Dictyoglomaceae;NA;NA;","0.000169","0.000228","9.6e-05","0.000235","0.000185","0.000256","0.00032","0.000102","0.000282","0.000308","0.000154","0.000502","0.000292","0.000239","9.1e-05","3.4e-05","0.000196","0.00014"
"315","Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;NA;NA;","0.000167","0.000534","0.000433","0.000326","0.000523","0.00022","0.000228","0.001341","0.000274","0.000224","0.000367","0.000752","0.000471","0.000402","0.000531","0.000119","0.000241","0.000269"
"316","Bacteria;Firmicutes;Clostridia;Clostridiales;Symbiobacteriaceae;NA;NA;","0.000167","0.00027","0.000228","0.000233","8.6e-05","9.4e-05","9.2e-05","0.000114","0.000117","0.000244","8.4e-05","0.000169","0.000126","0.000176","0.000121","4.7e-05","0.000106","0.000101"
"317","Bacteria;Cyanobacteria;NA;Nostocales;Aphanizomenonaceae;NA;NA;","0.000167","0.000359","0.000363","0.000252","0.000186","0.001268","0.00014","3.4e-05","0.000123","5e-05","0.000164","0.000178","0.000244","0.000913","0.000223","5.3e-05","0.000154","0.000136"
"318","Bacteria;Bacteroidetes;NA;Bacteroidetes Order II. Incertae sedis;Rhodothermaceae;NA;NA;","0.00016","0.000259","0.000171","0.000354","0.000279","0.000131","0.00021","0.000388","0.000385","0.000486","0.000336","0.000165","0.000292","0.000289","0.000198","0.000416","0.000279","0.000416"
"319","Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Bernardetiaceae;NA;NA;","0.00016","0.000348","0.000311","0.000406","0.000366","8.2e-05","0.00018","0.000259","0.00018","0.000262","0.000262","0.000325","0.000141","0.00023","0.00011","3.8e-05","0.000321","0.000175"
"320","Bacteria;Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;NA;NA;","0.000157","0.000134","0.000285","0.000252","0.000212","0.000206","0.000132","0.000327","0.000219","0.000228","0.000234","0.000135","0.000147","0.000109","0.000392","5e-05","0.000241","0.000115"
"321","Bacteria;Proteobacteria;Gammaproteobacteria;NA;Candidatus Competibacteraceae;NA;NA;","0.000157","0.000254","0.000403","0.000271","0.000445","0.000183","0.000257","0.000663","0.000356","0.000146","0.000189","0.000241","0.000246","0.000201","0.000123","0.000219","0.000215","0.000321"
"322","Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanocaldococcaceae;NA;NA;","0.000155","6.5e-05","7.9e-05","8.3e-05","5.2e-05","9.1e-05","7.7e-05","0.000154","2.3e-05","0.000132","0.000199","5.7e-05","5.6e-05","5.9e-05","8.9e-05","1.9e-05","0.000135","7e-06"
"323","Eukaryota;Apicomplexa;Aconoidasida;Piroplasmida;Babesiidae;NA;NA;","0.00015","0.000395","0.000451","4.3e-05","0.000229","9.8e-05","0.000121","2.2e-05","2.3e-05","3.7e-05","6.6e-05","0.000205","1.4e-05","0.000331","0.000115","1.6e-05","2.9e-05","1.4e-05"
"324","Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanotrichaceae;NA;NA;","0.00015","0.000141","6.1e-05","0.000188","0.000144","0.000171","0.000221","0.000274","0.00018","0.000119","0.000147","0.000367","0.000219","0.00023","9.9e-05","7.5e-05","0.000308","0.000161"
