A	B	C	D
09100	09111	00626	K15568
09100	09111	00626	K15569
09100	09111	00626	K15570
09100	09111	00626	K15571
09100	09111	00626	K15572
09100	09111	00626	K15573
09100	09111	00626	K19958
09100	09111	00626	K15574
09100	09111	00626	K15575
09100	09111	00626	K14586
09100	09111	00624	K14579
09100	09111	00624	K14580
09100	09111	00624	K14578
09100	09111	00624	K14581
09100	09111	00624	K14599
09100	09111	00624	K14600
09100	09111	00624	K14601
09100	09111	00624	K14602
09100	09111	00624	K14603
09100	09111	00624	K14604
09100	09111	00624	K14582
09100	09111	00624	K00480
09100	09111	00624	K16269
09100	09111	00624	K11943
09100	09111	00624	K11944
09100	09111	00624	K18257
09100	09111	00624	K11945
09100	09111	00624	K11946
09100	09111	00624	K11947
09100	09111	00624	K11948
09100	09111	00624	K11949
09100	09111	00624	K18275
09100	09111	00624	K18068
09100	09111	00624	K18069
09100	09111	00624	K18067
09100	09111	00624	K04102
09100	09111	00624	K18251
09100	09111	00624	K18252
09100	09111	00624	K18253
09100	09111	00624	K18254
09100	09111	00624	K18255
09100	09111	00624	K18256
09100	09111	00624	K21104
09100	09111	00624	K21105
09100	09111	00624	K18074
09100	09111	00624	K18075
09100	09111	00624	K18077
09100	09111	00624	K18076
09100	09111	00624	K19065
09100	09111	00624	K04100
09100	09111	00624	K04101
09100	09111	00624	K00448
09100	09111	00624	K00449
09100	09111	00365	K16873
09100	09111	00365	K16874
09100	09111	00365	K16875
09100	09111	00365	K16876
09100	09111	00365	K16877
09100	09111	00365	K16878
09100	09111	00365	K16879
09100	09111	00365	K16880
09100	09111	00984	K03333
09100	09111	00984	K16045
09100	09111	00984	K15981
09100	09111	00984	K16046
09100	09111	00984	K05898
09100	09111	00984	K15982
09100	09111	00984	K15983
09100	09111	00984	K16047
09100	09111	00984	K16048
09100	09111	00984	K16049
09100	09111	00984	K16050
09100	09111	00984	K18687
09100	09111	00984	K05296
09100	09111	00984	K01822
09100	09111	00984	K16051
09100	09111	00980	K07408
09100	09111	00980	K17719
09100	09111	00980	K17689
09100	09111	00980	K07410
09100	09111	00980	K00799
09100	09111	00980	K23790
09100	09111	00980	K13299
09100	09111	00980	K04097
09100	09111	00980	K01253
09100	09111	00980	K17709
09100	09111	00980	K11822
09100	09111	00980	K07409
09100	09111	00980	K17683
09100	09111	00980	K07415
09100	09111	00980	K07416
09100	09111	00980	K07420
09100	09111	00980	K00212
09100	09111	00980	K00078
09100	09111	00980	K17685
09100	09111	00980	K17712
09100	09111	00980	K15680
09100	09111	00980	K00079
09100	09111	00980	K00081
09100	09111	00980	K00084
09100	09111	00980	K00699
09100	09111	00980	K17690
09100	09111	00980	K15303
09100	09111	00980	K00129
09100	09111	00980	K13951
09100	09111	00980	K13980
09100	09111	00980	K00121
09100	09111	00980	K13952
09100	09111	00980	K13953
09100	09111	00980	K00001
09100	09111	00982	K17712
09100	09111	00982	K17719
09100	09111	00982	K17689
09100	09111	00982	K00485
09100	09111	00982	K17721
09100	09111	00982	K17709
09100	09111	00982	K17690
09100	09111	00982	K00799
09100	09111	00982	K23790
09100	09111	00982	K13299
09100	09111	00982	K04097
09100	09111	00982	K13951
09100	09111	00982	K13980
09100	09111	00982	K00121
09100	09111	00982	K13952
09100	09111	00982	K13953
09100	09111	00982	K00001
09100	09111	00982	K00129
09100	09111	00982	K00274
09100	09111	00982	K00157
09100	09111	00982	K00699
09100	09111	00982	K07409
09100	09111	00982	K07415
09100	09111	00982	K17718
09100	09111	00982	K17683
09100	09111	00983	K00760
09100	09111	00983	K00088
09100	09111	00983	K01951
09100	09111	00983	K00569
09100	09111	00983	K00106
09100	09111	00983	K01519
09100	09111	00983	K01044
09100	09111	00983	K03927
09100	09111	00983	K00699
09100	09111	00983	K01195
09100	09111	00983	K17689
09100	09111	00983	K01489
09100	09111	00983	K00758
09100	09111	00983	K00207
09100	09111	00983	K01464
09100	09111	00983	K01431
09100	09111	00983	K17683
09100	09111	00983	K00757
09100	09111	00983	K00876
09100	09111	00983	K00857
09100	09111	00983	K13421
09100	09111	00983	K13800
09100	09111	00983	K10807
09100	09111	00983	K10808
09100	09111	00983	K00940
09100	09111	00983	K01520
09100	09111	00983	K03782
09100	09111	00983	K10789
09100	09111	00983	K00622
09100	09111	00983	K07415
09100	09111	00983	K00799
09100	09111	00983	K23790
09100	09112	09113	K13997
09100	09112	09113	K00628
09100	09112	09113	K01451
09100	09112	09113	K86952
09120	09121	03020	K03043
09120	09121	03020	K13797
09120	09121	03020	K03046
09120	09121	03020	K03040
09120	09121	03020	K03060
09120	09121	03020	K03048
09120	09121	03020	K03044
09120	09121	03020	K03045
09120	09121	03020	K13798
09120	09121	03020	K03041
09120	09121	03020	K03042
09120	09121	03020	K03047
09120	09121	03020	K03056
09120	09121	03020	K03049
09120	09121	03020	K03050
09120	09121	03020	K03051
09120	09121	03020	K03052
09120	09121	03020	K03053
09120	09121	03020	K03055
09120	09121	03020	K03058
09120	09121	03020	K03059
09120	09121	03020	K00960
09120	09121	03020	K25274
09120	09121	03020	K25273
09120	09121	03020	K25278
09120	09121	03020	K25276
09120	09121	03020	K25275
09120	09121	03020	K25277
09120	09121	03020	K25279
09120	09121	03020	K21081
09120	09121	03020	K03010
09120	09121	03020	K03006
09120	09121	03020	K03011
09120	09121	03020	K03008
09120	09121	03020	K03012
09120	09121	03020	K03015
09120	09121	03020	K03017
09120	09121	03020	K21987
09120	09121	03020	K03021
09120	09121	03020	K03018
09120	09121	03020	K03020
09120	09121	03020	K03027
09120	09121	03020	K03023
09120	09121	03020	K03026
09120	09121	03020	K14721
09120	09121	03020	K03025
09120	09121	03020	K03024
09120	09121	03020	K03022
09120	09121	03020	K25304
09120	09121	03020	K03019
09120	09121	03020	K03002
09120	09121	03020	K02999
09120	09121	03020	K03000
09120	09121	03020	K03001
09120	09121	03020	K03003
09120	09121	03020	K25436
09120	09121	03020	K03004
09120	09121	03020	K03005
09120	09121	03020	K03013
09120	09121	03020	K03014
09120	09121	03020	K03016
09120	09121	03020	K03009
09120	09121	03020	K03007
09120	09121	03020	K16250
09120	09121	03020	K16251
09120	09121	03020	K16252
09120	09121	03020	K16253
09120	09121	03022	K03122
09120	09121	03022	K03123
09120	09121	03022	K03124
09120	09121	03022	K03120
09120	09121	03022	K03125
09120	09121	03022	K23358
09120	09121	03022	K03128
09120	09121	03022	K03132
09120	09121	03022	K14649
09120	09121	03022	K14650
09120	09121	03022	K03134
09120	09121	03022	K03130
09120	09121	03022	K03129
09120	09121	03022	K03126
09120	09121	03022	K03131
09120	09121	03022	K14535
09120	09121	03022	K03133
09120	09121	03022	K03140
09120	09121	03022	K03135
09120	09121	03022	K03127
09120	09121	03022	K14651
09120	09121	03022	K03136
09120	09121	03022	K03137
09120	09121	03022	K03138
09120	09121	03022	K03139
09120	09121	03022	K03141
09120	09121	03022	K03142
09120	09121	03022	K03143
09120	09121	03022	K03144
09120	09121	03022	K10843
09120	09121	03022	K10844
09120	09121	03022	K10845
09120	09121	03022	K02202
09120	09121	03022	K10842
09120	09121	03022	K06634
09120	09121	03022	K03121
09120	09121	03040	K14276
09120	09121	03040	K14277
09120	09121	03040	K14278
09120	09121	03040	K14279
09120	09121	03040	K14280
09120	09121	03040	K12811
09120	09121	03040	K12812
09120	09121	03040	K12813
09120	09121	03040	K12814
09120	09121	03040	K12815
09120	09121	03040	K12816
09120	09121	03040	K12817
09120	09121	03040	K12818
09120	09121	03040	K12819
09120	09121	03040	K12820
09120	09121	03040	K11086
09120	09121	03040	K11087
09120	09121	03040	K11096
09120	09121	03040	K11088
09120	09121	03040	K11097
09120	09121	03040	K11098
09120	09121	03040	K11099
09120	09121	03040	K11093
09120	09121	03040	K11091
09120	09121	03040	K11095
09120	09121	03040	K12821
09120	09121	03040	K12822
09120	09121	03040	K12823
09120	09121	03040	K12824
09120	09121	03040	K13098
09120	09121	03040	K11092
09120	09121	03040	K11094
09120	09121	03040	K12825
09120	09121	03040	K12826
09120	09121	03040	K12827
09120	09121	03040	K12828
09120	09121	03040	K12829
09120	09121	03040	K12830
09120	09121	03040	K12831
09120	09121	03040	K12832
09120	09121	03040	K12833
09120	09121	03040	K12834
09120	09121	03040	K12835
09120	09121	03040	K12836
09120	09121	03040	K12837
09120	09121	03040	K12838
09120	09121	03040	K12839
09120	09121	03040	K12840
09120	09121	03040	K12841
09120	09121	03040	K12842
09120	09121	03040	K19604
09120	09121	03040	K12621
09120	09121	03040	K12622
09120	09121	03040	K12623
09120	09121	03040	K12624
09120	09121	03040	K12625
09120	09121	03040	K12626
09120	09121	03040	K12627
09120	09121	03040	K12843
09120	09121	03040	K12662
09120	09121	03040	K09567
09120	09121	03040	K12844
09120	09121	03040	K12845
09120	09121	03040	K12846
09120	09121	03040	K12847
09120	09121	03040	K11984
09120	09121	03040	K12848
09120	09121	03040	K12849
09120	09121	03040	K12850
09120	09121	03040	K12851
09120	09121	03040	K12852
09120	09121	03040	K12853
09120	09121	03040	K12854
09120	09121	03040	K12855
09120	09121	03040	K12856
09120	09121	03040	K12857
09120	09121	03040	K12858
09120	09121	03040	K12859
09120	09121	03040	K10599
09120	09121	03040	K12860
09120	09121	03040	K12861
09120	09121	03040	K12862
09120	09121	03040	K12863
09120	09121	03040	K12864
09120	09121	03040	K03283
09120	09121	03040	K12865
09120	09121	03040	K12866
09120	09121	03040	K06063
09120	09121	03040	K12867
09120	09121	03040	K12868
09120	09121	03040	K12869
09120	09121	03040	K12870
09120	09121	03040	K12733
09120	09121	03040	K09564
09120	09121	03040	K12871
09120	09121	03040	K12872
09120	09121	03040	K12873
09120	09121	03040	K12874
09120	09121	03040	K12875
09120	09121	03040	K13025
09120	09121	03040	K12876
09120	09121	03040	K12877
09120	09121	03040	K12878
09120	09121	03040	K12879
09120	09121	03040	K12880
09120	09121	03040	K12881
09120	09121	03040	K12882
09120	09121	03040	K12883
09120	09121	03040	K12741
09120	09121	03040	K12884
09120	09121	03040	K12885
09120	09121	03040	K12886
09120	09121	03040	K12887
09120	09121	03040	K12888
09120	09121	03040	K12889
09120	09121	03040	K12890
09120	09121	03040	K12891
09120	09121	03040	K12892
09120	09121	03040	K12893
09120	09121	03040	K12896
09120	09121	03040	K21123
09120	09121	03040	K12897
09120	09121	03040	K12900
09120	09122	03010	K02945
09120	09122	03010	K02967
09120	09122	03010	K02982
09120	09122	03010	K02986
09120	09122	03010	K02988
09120	09122	03010	K02990
09120	09122	03010	K02992
09120	09122	03010	K02994
09120	09122	03010	K02996
09120	09122	03010	K02946
09120	09122	03010	K02948
09120	09122	03010	K02950
09120	09122	03010	K02952
09120	09122	03010	K02954
09120	09122	03010	K02956
09120	09122	03010	K02959
09120	09122	03010	K02961
09120	09122	03010	K02963
09120	09122	03010	K02965
09120	09122	03010	K02968
09120	09122	03010	K02970
09120	09122	03010	K02981
09120	09122	03010	K02985
09120	09122	03010	K02984
09120	09122	03010	K02987
09120	09122	03010	K02989
09120	09122	03010	K02991
09120	09122	03010	K02993
09120	09122	03010	K02995
09120	09122	03010	K02997
09120	09122	03010	K02947
09120	09122	03010	K02949
09120	09122	03010	K02951
09120	09122	03010	K02953
09120	09122	03010	K02955
09120	09122	03010	K02958
09120	09122	03010	K02957
09120	09122	03010	K02960
09120	09122	03010	K02962
09120	09122	03010	K02964
09120	09122	03010	K02966
09120	09122	03010	K02969
09120	09122	03010	K02971
09120	09122	03010	K02973
09120	09122	03010	K02974
09120	09122	03010	K02975
09120	09122	03010	K02976
09120	09122	03010	K02978
09120	09122	03010	K02977
09120	09122	03010	K02979
09120	09122	03010	K02980
09120	09122	03010	K02983
09120	09122	03010	K02998
09120	09122	03010	K02863
09120	09122	03010	K02886
09120	09122	03010	K02906
09120	09122	03010	K02926
09120	09122	03010	K02931
09120	09122	03010	K02933
09120	09122	03010	K02935
09120	09122	03010	K02939
09120	09122	03010	K02864
09120	09122	03010	K02867
09120	09122	03010	K02869
09120	09122	03010	K02871
09120	09122	03010	K02874
09120	09122	03010	K02876
09120	09122	03010	K02878
09120	09122	03010	K02879
09120	09122	03010	K02881
09120	09122	03010	K02884
09120	09122	03010	K02887
09120	09122	03010	K02888
09120	09122	03010	K02890
09120	09122	03010	K02892
09120	09122	03010	K02895
09120	09122	03010	K02897
09120	09122	03010	K02899
09120	09122	03010	K02902
09120	09122	03010	K02904
09120	09122	03010	K02907
09120	09122	03010	K02909
09120	09122	03010	K02911
09120	09122	03010	K02913
09120	09122	03010	K02914
09120	09122	03010	K02916
09120	09122	03010	K02919
09120	09122	03010	K07590
09120	09122	03010	K02925
09120	09122	03010	K02930
09120	09122	03010	K02932
09120	09122	03010	K02934
09120	09122	03010	K02937
09120	09122	03010	K02936
09120	09122	03010	K02938
09120	09122	03010	K02940
09120	09122	03010	K02866
09120	09122	03010	K02865
09120	09122	03010	K02868
09120	09122	03010	K02870
09120	09122	03010	K02873
09120	09122	03010	K02872
09120	09122	03010	K02875
09120	09122	03010	K02877
09120	09122	03010	K02880
09120	09122	03010	K02883
09120	09122	03010	K02882
09120	09122	03010	K02885
09120	09122	03010	K02889
09120	09122	03010	K02891
09120	09122	03010	K02894
09120	09122	03010	K02893
09120	09122	03010	K02896
09120	09122	03010	K02898
09120	09122	03010	K02901
09120	09122	03010	K02900
09120	09122	03010	K02903
09120	09122	03010	K02905
09120	09122	03010	K02908
09120	09122	03010	K02910
09120	09122	03010	K02912
09120	09122	03010	K02915
09120	09122	03010	K02918
09120	09122	03010	K02917
09120	09122	03010	K02920
09120	09122	03010	K02922
09120	09122	03010	K02921
09120	09122	03010	K02923
09120	09122	03010	K02924
09120	09122	03010	K02927
09120	09122	03010	K02928
09120	09122	03010	K02929
09120	09122	03010	K02941
09120	09122	03010	K02942
09120	09122	03010	K02943
09120	09122	03010	K02944
09120	09122	03010	K01977
09120	09122	03010	K01980
09120	09122	03010	K01985
09120	09122	03010	K01979
09120	09122	03010	K01982
09120	09122	03010	K01981
09120	09122	03010	K01986
09120	09122	00970	K14218
09120	09122	00970	K14219
09120	09122	00970	K14220
09120	09122	00970	K14221
09120	09122	00970	K14222
09120	09122	00970	K14223
09120	09122	00970	K14224
09120	09122	00970	K14225
09120	09122	00970	K14226
09120	09122	00970	K14227
09120	09122	00970	K14228
09120	09122	00970	K14229
09120	09122	00970	K14230
09120	09122	00970	K14231
09120	09122	00970	K14232
09120	09122	00970	K14233
09120	09122	00970	K14234
09120	09122	00970	K14235
09120	09122	00970	K14236
09120	09122	00970	K14237
09120	09122	00970	K14238
09120	09122	00970	K14239
09120	09122	00970	K01885
09120	09122	00970	K14163
09120	09122	00970	K09698
09120	09122	00970	K02433
09120	09122	00970	K02434
09120	09122	00970	K02435
09120	09122	00970	K09482
09120	09122	00970	K03330
09120	09122	00970	K03865
09120	09122	00970	K01886
09120	09122	00970	K01872
09120	09122	00970	K22503
09120	09122	00970	K01876
09120	09122	00970	K24278
09120	09122	00970	K09759
09120	09122	00970	K01893
09120	09122	00970	K01880
09120	09122	00970	K01878
09120	09122	00970	K01879
09120	09122	00970	K14164
09120	09122	00970	K01868
09120	09122	00970	K01875
09120	09122	00970	K10837
09120	09122	00970	K03341
09120	09122	00970	K01042
09120	09122	00970	K07587
09120	09122	00970	K06868
09120	09122	00970	K01883
09120	09122	00970	K01884
09120	09122	00970	K01874
09120	09122	00970	K00604
09120	09122	00970	K01873
09120	09122	00970	K01869
09120	09122	00970	K01870
09120	09122	00970	K04567
09120	09122	00970	K04566
09120	09122	00970	K11627
09120	09122	00970	K01887
09120	09122	00970	K01881
09120	09122	00970	K01892
09120	09122	00970	K01889
09120	09122	00970	K01890
09120	09122	00970	K01866
09120	09122	00970	K01867
09120	09122	03013	K14320
09120	09122	03013	K14321
09120	09122	03013	K18723
09120	09122	03013	K18655
09120	09122	03013	K14298
09120	09122	03013	K14297
09120	09122	03013	K14317
09120	09122	03013	K14318
09120	09122	03013	K12172
09120	09122	03013	K14319
09120	09122	03013	K10577
09120	09122	03013	K12160
09120	09122	03013	K14303
09120	09122	03013	K14304
09120	09122	03013	K14004
09120	09122	03013	K14301
09120	09122	03013	K14300
09120	09122	03013	K18720
09120	09122	03013	K14299
09120	09122	03013	K14305
09120	09122	03013	K14302
09120	09122	03013	K25129
09120	09122	03013	K14306
09120	09122	03013	K14307
09120	09122	03013	K14308
09120	09122	03013	K14310
09120	09122	03013	K14311
09120	09122	03013	K14312
09120	09122	03013	K14309
09120	09122	03013	K14313
09120	09122	03013	K18717
09120	09122	03013	K14315
09120	09122	03013	K14314
09120	09122	03013	K14316
09120	09122	03013	K18725
09120	09122	03013	K18724
09120	09122	03013	K20724
09120	09122	03013	K09291
09120	09122	03013	K14295
09120	09122	03013	K14296
09120	09122	03013	K03345
09120	09122	03013	K18722
09120	09122	03013	K18721
09120	09122	03013	K18718
09120	09122	03013	K23940
09120	09122	03013	K15043
09120	09122	03013	K23583
09120	09122	03013	K15042
09120	09122	03013	K14293
09120	09122	03013	K18752
09120	09122	03013	K18727
09120	09122	03013	K15436
09120	09122	03013	K20221
09120	09122	03013	K20222
09120	09122	03013	K20223
09120	09122	03013	K18755
09120	09122	03013	K20224
09120	09122	03013	K25201
09120	09122	03013	K25202
09120	09122	03013	K13151
09120	09122	03013	K14290
09120	09122	03013	K18423
09120	09122	03013	K14288
09120	09122	03013	K25203
09120	09122	03013	K14289
09120	09122	03013	K25204
09120	09122	03013	K18460
09120	09122	03013	K24115
09120	09122	03013	K07936
09120	09122	03013	K03231
09120	09122	03013	K14291
09120	09122	03013	K12882
09120	09122	03013	K12883
09120	09122	03013	K07562
09120	09122	03013	K12876
09120	09122	03013	K12877
09120	09122	03013	K14323
09120	09122	03013	K13025
09120	09122	03013	K12875
09120	09122	03013	K14324
09120	09122	03013	K14325
09120	09122	03013	K13114
09120	09122	03013	K12881
09120	09122	03013	K14326
09120	09122	03013	K14327
09120	09122	03013	K14328
09120	09122	03013	K14284
09120	09122	03013	K14285
09120	09122	03013	K14543
09120	09122	03013	K12812
09120	09122	03013	K13171
09120	09122	03013	K14294
09120	09122	03013	K12878
09120	09122	03013	K12879
09120	09122	03013	K13174
09120	09122	03013	K13175
09120	09122	03013	K13176
09120	09122	03013	K12880
09120	09122	03015	K12882
09120	09122	03015	K12883
09120	09122	03015	K14328
09120	09122	03015	K12876
09120	09122	03015	K12877
09120	09122	03015	K14323
09120	09122	03015	K13025
09120	09122	03015	K14324
09120	09122	03015	K13114
09120	09122	03015	K12875
09120	09122	03015	K14325
09120	09122	03015	K12881
09120	09122	03015	K18655
09120	09122	03015	K18723
09120	09122	03015	K14284
09120	09122	03015	K14285
09120	09122	03015	K14543
09120	09122	03015	K12812
09120	09122	03015	K14294
09120	09122	03015	K13171
