KOID	S07	S29	S34	S05	S08	S32
K03270	95.0	94.0	69.0	110.0	55.0	63.0
K03271	65.0	69.0	84.0	122.0	42.0	44.0
K03272	58.0	49.0	41.0	67.0	29.0	26.0
K03273	46.0	61.0	62.0	94.0	29.0	33.0
K03274	15.0	17.0	19.0	20.0	11.0	10.0
K03275	1.0	2.0	0.0	0.0	0.0	0.0
K03276	15.0	10.0	16.0	27.0	8.0	9.0
K03277	0.0	1.0	0.0	0.0	0.0	0.0
K03278	6.0	7.0	8.0	8.0	3.0	5.0
K03279	17.0	15.0	10.0	21.0	11.0	16.0
K03280	2.0	1.0	1.0	2.0	0.0	1.0
K03281	77.0	65.0	52.0	87.0	43.0	33.0
K03282	205.0	183.0	134.0	283.0	129.0	115.0
K03283	7.0	11.0	7.0	9.0	11.0	4.0
K03284	123.0	102.0	82.0	194.0	70.0	76.0
K03286	50.0	55.0	30.0	55.0	45.0	32.0
K03287	11.0	11.0	9.0	8.0	8.0	5.0
K03289	25.0	26.0	18.0	27.0	20.0	21.0
K03290	1.0	0.0	1.0	1.0	1.0	1.0
K03292	201.0	187.0	110.0	225.0	160.0	116.0
K03293	3.0	2.0	2.0	3.0	8.0	2.0
K03294	87.0	57.0	39.0	69.0	36.0	27.0
K03296	432.0	439.0	302.0	568.0	307.0	303.0
K03297	2.0	0.0	2.0	5.0	3.0	1.0
K03298	16.0	10.0	7.0	6.0	7.0	5.0
K03299	57.0	31.0	60.0	56.0	28.0	25.0
K03300	36.0	41.0	34.0	50.0	32.0	28.0
K03301	2.0	1.0	1.0	0.0	5.0	0.0
K03303	25.0	19.0	18.0	35.0	20.0	8.0
K03305	80.0	70.0	38.0	83.0	58.0	41.0
K03306	31.0	27.0	23.0	35.0	22.0	22.0
K03307	100.0	82.0	76.0	120.0	64.0	74.0
K03308	362.0	301.0	260.0	441.0	244.0	247.0
K03309	34.0	26.0	38.0	44.0	20.0	20.0
K03310	603.0	482.0	457.0	708.0	395.0	325.0
K03311	45.0	47.0	48.0	55.0	40.0	29.0
K03312	60.0	40.0	53.0	63.0	36.0	34.0
K03313	63.0	93.0	45.0	87.0	58.0	54.0
K03315	116.0	109.0	88.0	115.0	80.0	86.0
K03316	2.0	2.0	8.0	20.0	2.0	0.0
K03317	18.0	12.0	10.0	10.0	5.0	12.0
K03319	9.0	6.0	5.0	10.0	5.0	5.0
K03320	116.0	98.0	85.0	194.0	78.0	52.0
K03321	118.0	119.0	65.0	135.0	93.0	94.0
K03322	16.0	17.0	17.0	26.0	12.0	13.0
K03324	368.0	295.0	254.0	505.0	263.0	198.0
K03325	1.0	1.0	2.0	3.0	0.0	1.0
K03326	5.0	5.0	1.0	8.0	4.0	4.0
K03327	183.0	178.0	107.0	192.0	132.0	97.0
K03328	56.0	60.0	45.0	87.0	48.0	42.0
K03329	1.0	1.0	0.0	2.0	1.0	1.0
K03331	5.0	3.0	2.0	5.0	2.0	2.0
K03332	78.0	76.0	55.0	119.0	77.0	60.0
K03335	27.0	19.0	40.0	42.0	14.0	27.0
K03336	52.0	30.0	53.0	74.0	40.0	27.0
K03337	6.0	6.0	1.0	8.0	5.0	2.0
K03338	13.0	17.0	20.0	21.0	13.0	8.0
K03339	0.0	0.0	0.0	1.0	1.0	0.0
K03341	0.0	1.0	0.0	0.0	1.0	0.0
K03342	12.0	6.0	2.0	1.0	2.0	3.0
K03346	6.0	1.0	3.0	9.0	2.0	1.0
K03347	0.0	2.0	0.0	0.0	2.0	0.0
K03349	0.0	1.0	0.0	0.0	0.0	0.0
K03350	1.0	2.0	2.0	0.0	0.0	1.0
K03355	0.0	2.0	1.0	1.0	1.0	0.0
K03362	0.0	1.0	0.0	0.0	1.0	0.0
K03363	1.0	2.0	0.0	0.0	1.0	2.0
K03364	2.0	1.0	0.0	0.0	2.0	1.0
K03366	13.0	10.0	13.0	12.0	8.0	7.0
K03367	53.0	46.0	51.0	102.0	34.0	35.0
K03385	13.0	12.0	14.0	23.0	8.0	8.0
K03386	34.0	26.0	18.0	39.0	17.0	24.0
K03387	12.0	3.0	11.0	15.0	8.0	8.0
K03388	69.0	54.0	42.0	85.0	51.0	40.0
K03389	18.0	14.0	9.0	21.0	6.0	5.0
K03390	24.0	25.0	18.0	23.0	12.0	9.0
K03392	8.0	5.0	3.0	6.0	1.0	1.0
K03394	59.0	49.0	44.0	78.0	30.0	32.0
K03399	6.0	3.0	4.0	13.0	4.0	4.0
K03402	133.0	115.0	107.0	205.0	83.0	76.0
K03403	1.0	7.0	6.0	6.0	3.0	3.0
K03404	1.0	3.0	0.0	1.0	0.0	1.0
K03405	4.0	2.0	2.0	4.0	2.0	1.0
K03406	224.0	221.0	415.0	893.0	95.0	293.0
K03407	78.0	78.0	182.0	274.0	30.0	69.0
K03408	30.0	36.0	67.0	127.0	12.0	33.0
K03409	0.0	2.0	4.0	4.0	0.0	2.0
K03410	24.0	28.0	58.0	99.0	7.0	26.0
K03411	29.0	31.0	76.0	109.0	12.0	31.0
K03412	63.0	59.0	131.0	205.0	17.0	48.0
K03413	68.0	79.0	133.0	209.0	33.0	57.0
K03415	42.0	51.0	121.0	154.0	18.0	43.0
K03417	16.0	39.0	18.0	22.0	15.0	15.0
K03420	0.0	0.0	0.0	2.0	0.0	0.0
K03424	439.0	358.0	289.0	552.0	269.0	232.0
K03426	68.0	64.0	42.0	90.0	44.0	39.0
K03427	436.0	416.0	513.0	753.0	287.0	271.0
K03429	53.0	28.0	35.0	110.0	34.0	15.0
K03430	23.0	16.0	16.0	51.0	12.0	30.0
K03431	304.0	213.0	253.0	439.0	181.0	167.0
K03435	3.0	3.0	1.0	5.0	3.0	1.0
K03436	83.0	69.0	57.0	108.0	48.0	42.0
K03437	216.0	168.0	157.0	312.0	122.0	108.0
K03438	358.0	284.0	235.0	476.0	236.0	204.0
K03439	218.0	191.0	166.0	309.0	143.0	132.0
K03442	157.0	135.0	105.0	208.0	108.0	86.0
K03444	1.0	2.0	1.0	1.0	3.0	2.0
K03445	2.0	3.0	2.0	2.0	1.0	2.0
K03446	65.0	29.0	13.0	31.0	17.0	15.0
K03447	1.0	0.0	0.0	0.0	0.0	0.0
K03449	6.0	2.0	3.0	3.0	3.0	1.0
K03451	1.0	1.0	4.0	5.0	1.0	7.0
K03453	30.0	21.0	21.0	41.0	18.0	21.0
K03455	94.0	89.0	63.0	103.0	76.0	64.0
K03456	3.0	13.0	4.0	0.0	8.0	2.0
K03457	1.0	6.0	3.0	6.0	6.0	3.0
K03459	1.0	1.0	4.0	0.0	1.0	1.0
K03462	2.0	3.0	4.0	15.0	11.0	3.0
K03465	59.0	47.0	65.0	100.0	38.0	27.0
K03466	527.0	426.0	436.0	812.0	329.0	281.0
K03469	190.0	158.0	136.0	288.0	126.0	100.0
K03470	262.0	218.0	188.0	353.0	164.0	136.0
K03471	18.0	10.0	5.0	16.0	6.0	3.0
K03473	58.0	76.0	44.0	74.0	55.0	45.0
K03474	87.0	86.0	53.0	92.0	58.0	57.0
K03475	28.0	24.0	20.0	33.0	18.0	22.0
K03476	15.0	19.0	18.0	30.0	12.0	10.0
K03478	16.0	7.0	2.0	7.0	10.0	4.0
K03480	3.0	4.0	3.0	6.0	5.0	3.0
K03481	10.0	7.0	3.0	8.0	7.0	8.0
K03483	8.0	8.0	8.0	11.0	7.0	8.0
K03484	36.0	25.0	20.0	26.0	20.0	15.0
K03485	3.0	1.0	4.0	4.0	3.0	2.0
K03486	13.0	13.0	9.0	16.0	14.0	7.0
K03487	11.0	10.0	10.0	17.0	9.0	9.0
K03488	45.0	36.0	30.0	62.0	29.0	27.0
K03489	3.0	1.0	1.0	3.0	1.0	1.0
K03490	6.0	7.0	4.0	5.0	2.0	1.0
K03491	19.0	23.0	13.0	19.0	11.0	16.0
K03492	3.0	5.0	5.0	3.0	5.0	6.0
K03493	0.0	1.0	1.0	3.0	0.0	1.0
K03495	524.0	453.0	412.0	823.0	372.0	300.0
K03496	542.0	529.0	577.0	980.0	351.0	316.0
K03497	447.0	379.0	416.0	765.0	276.0	248.0
K03498	543.0	462.0	426.0	833.0	381.0	312.0
K03499	348.0	286.0	258.0	497.0	240.0	193.0
K03500	294.0	229.0	203.0	421.0	202.0	151.0
K03501	273.0	210.0	179.0	355.0	163.0	133.0
K03502	150.0	135.0	101.0	211.0	84.0	67.0
K03503	29.0	29.0	21.0	34.0	17.0	24.0
K03511	0.0	1.0	0.0	0.0	0.0	0.0
K03514	2.0	10.0	3.0	0.0	6.0	2.0
K03515	1.0	1.0	0.0	1.0	0.0	0.0
K03517	155.0	140.0	89.0	192.0	116.0	96.0
K03518	55.0	57.0	60.0	72.0	40.0	37.0
K03519	6.0	8.0	3.0	7.0	4.0	6.0
K03520	11.0	11.0	12.0	26.0	7.0	10.0
K03521	201.0	194.0	147.0	260.0	152.0	140.0
K03522	252.0	240.0	210.0	357.0	177.0	163.0
K03523	120.0	81.0	104.0	174.0	66.0	56.0
K03524	247.0	194.0	150.0	311.0	144.0	124.0
K03525	195.0	164.0	154.0	286.0	119.0	116.0
K03526	307.0	278.0	266.0	481.0	215.0	204.0
K03527	223.0	184.0	158.0	293.0	132.0	120.0
K03528	0.0	0.0	0.0	1.0	0.0	0.0
K03529	442.0	320.0	330.0	671.0	235.0	194.0
K03530	272.0	225.0	195.0	344.0	162.0	138.0
K03531	361.0	264.0	232.0	467.0	206.0	171.0
K03534	32.0	32.0	23.0	35.0	18.0	14.0
K03535	4.0	2.0	3.0	4.0	1.0	1.0
K03536	79.0	47.0	42.0	91.0	42.0	35.0
K03543	91.0	75.0	43.0	80.0	47.0	35.0
K03544	486.0	363.0	307.0	714.0	301.0	270.0
K03545	360.0	266.0	248.0	520.0	236.0	192.0
K03546	189.0	138.0	101.0	249.0	119.0	94.0
K03547	171.0	155.0	125.0	256.0	102.0	98.0
K03548	32.0	27.0	31.0	51.0	20.0	17.0
K03549	12.0	24.0	9.0	27.0	15.0	8.0
K03550	226.0	182.0	136.0	286.0	140.0	100.0
K03551	335.0	278.0	248.0	515.0	224.0	189.0
K03553	360.0	305.0	272.0	554.0	227.0	210.0
K03555	672.0	527.0	505.0	963.0	438.0	381.0
K03556	4.0	8.0	3.0	10.0	5.0	3.0
K03557	0.0	0.0	1.0	0.0	0.0	0.0
K03559	3.0	4.0	3.0	1.0	2.0	4.0
K03560	25.0	14.0	10.0	9.0	7.0	8.0
K03561	19.0	23.0	13.0	16.0	12.0	10.0
K03562	61.0	59.0	44.0	54.0	38.0	35.0
K03563	15.0	9.0	27.0	35.0	5.0	16.0
K03564	118.0	130.0	71.0	135.0	81.0	52.0
K03565	10.0	8.0	6.0	20.0	3.0	8.0
K03566	9.0	4.0	5.0	10.0	7.0	3.0
K03568	48.0	43.0	29.0	75.0	28.0	23.0
K03569	404.0	339.0	273.0	615.0	276.0	213.0
K03570	66.0	52.0	33.0	88.0	43.0	27.0
K03572	422.0	326.0	301.0	612.0	276.0	235.0
K03574	207.0	146.0	143.0	284.0	119.0	89.0
K03575	199.0	154.0	159.0	280.0	118.0	92.0
K03576	5.0	5.0	4.0	13.0	7.0	3.0
K03577	9.0	3.0	1.0	4.0	5.0	2.0
K03578	7.0	9.0	8.0	6.0	5.0	2.0
K03579	9.0	10.0	3.0	9.0	8.0	4.0
K03580	14.0	13.0	20.0	33.0	7.0	13.0
K03581	441.0	343.0	422.0	755.0	310.0	268.0
K03582	13.0	13.0	13.0	14.0	12.0	10.0
K03584	32.0	23.0	18.0	37.0	12.0	12.0
K03585	144.0	125.0	80.0	122.0	81.0	71.0
K03587	135.0	111.0	72.0	159.0	84.0	61.0
K03588	363.0	291.0	257.0	528.0	216.0	185.0
K03589	14.0	7.0	7.0	8.0	8.0	5.0
K03590	90.0	72.0	41.0	90.0	51.0	36.0
K03592	23.0	25.0	15.0	39.0	16.0	12.0
K03593	235.0	213.0	183.0	338.0	165.0	138.0
K03594	20.0	11.0	12.0	10.0	14.0	6.0
K03595	316.0	255.0	236.0	459.0	207.0	187.0
K03596	502.0	433.0	383.0	772.0	351.0	315.0
K03599	1.0	1.0	1.0	1.0	0.0	1.0
K03600	2.0	1.0	1.0	1.0	1.0	0.0
K03601	258.0	197.0	209.0	387.0	167.0	145.0
K03602	8.0	3.0	4.0	13.0	5.0	2.0
K03604	120.0	78.0	54.0	125.0	66.0	39.0
K03605	7.0	8.0	8.0	8.0	4.0	5.0
K03606	176.0	171.0	131.0	239.0	141.0	114.0
K03608	1.0	5.0	3.0	9.0	2.0	2.0
K03609	176.0	138.0	122.0	265.0	88.0	83.0
K03610	56.0	28.0	18.0	56.0	19.0	18.0
K03612	48.0	52.0	34.0	59.0	38.0	30.0
K03613	140.0	142.0	113.0	216.0	111.0	93.0
K03614	145.0	126.0	116.0	216.0	97.0	83.0
K03615	283.0	232.0	215.0	416.0	172.0	158.0
K03616	41.0	38.0	38.0	49.0	26.0	24.0
K03617	188.0	153.0	152.0	269.0	124.0	113.0
K03618	2.0	2.0	1.0	3.0	1.0	0.0
K03620	4.0	6.0	6.0	6.0	4.0	3.0
K03621	244.0	189.0	185.0	359.0	153.0	117.0
K03623	3.0	2.0	4.0	5.0	2.0	3.0
K03624	283.0	227.0	187.0	369.0	186.0	151.0
K03625	123.0	97.0	74.0	161.0	62.0	53.0
K03626	1.0	1.0	0.0	0.0	2.0	1.0
K03627	0.0	2.0	1.0	0.0	2.0	1.0
K03628	232.0	219.0	128.0	310.0	158.0	144.0
K03629	349.0	271.0	236.0	459.0	191.0	154.0
K03630	221.0	197.0	163.0	341.0	147.0	129.0
K03631	362.0	298.0	275.0	532.0	244.0	198.0
K03634	2.0	1.0	1.0	1.0	0.0	1.0
K03635	2.0	2.0	2.0	3.0	1.0	2.0
K03636	1.0	1.0	1.0	1.0	0.0	2.0
K03637	43.0	49.0	55.0	87.0	31.0	29.0
K03638	1.0	0.0	0.0	1.0	0.0	0.0
K03639	82.0	89.0	88.0	140.0	65.0	45.0
K03640	28.0	17.0	13.0	14.0	11.0	12.0
K03641	85.0	68.0	42.0	68.0	56.0	48.0
K03642	31.0	22.0	18.0	24.0	18.0	18.0
K03644	61.0	50.0	43.0	79.0	35.0	39.0
K03647	3.0	1.0	1.0	3.0	1.0	1.0
K03648	183.0	158.0	128.0	279.0	130.0	110.0
K03650	361.0	288.0	249.0	521.0	256.0	202.0
K03651	3.0	4.0	3.0	6.0	3.0	1.0
K03652	52.0	42.0	52.0	101.0	38.0	34.0
K03654	391.0	427.0	395.0	623.0	292.0	280.0
K03655	437.0	359.0	303.0	646.0	279.0	233.0
K03656	18.0	10.0	11.0	26.0	10.0	5.0
K03657	914.0	687.0	657.0	1242.0	545.0	484.0
K03658	11.0	18.0	14.0	27.0	16.0	11.0
K03660	79.0	58.0	47.0	139.0	50.0	44.0
K03661	1.0	5.0	3.0	0.0	1.0	0.0
K03664	236.0	188.0	167.0	332.0	147.0	119.0
K03665	253.0	228.0	197.0	355.0	197.0	152.0
K03666	48.0	40.0	56.0	66.0	28.0	22.0
K03667	54.0	25.0	28.0	60.0	38.0	22.0
K03669	11.0	2.0	1.0	3.0	4.0	1.0
K03670	6.0	1.0	2.0	1.0	4.0	2.0
K03671	346.0	303.0	219.0	416.0	223.0	168.0
K03672	2.0	2.0	0.0	2.0	1.0	0.0
K03673	1.0	1.0	0.0	1.0	0.0	0.0
K03676	0.0	2.0	2.0	2.0	0.0	0.0
K03678	0.0	1.0	1.0	0.0	0.0	0.0
K03679	0.0	1.0	0.0	0.0	1.0	0.0
K03680	1.0	0.0	0.0	0.0	0.0	0.0
K03681	0.0	1.0	0.0	0.0	0.0	0.0
K03684	20.0	7.0	9.0	10.0	7.0	4.0
K03685	206.0	156.0	170.0	311.0	116.0	109.0
K03686	534.0	408.0	330.0	716.0	298.0	254.0
K03687	205.0	165.0	134.0	258.0	120.0	94.0
K03688	5.0	3.0	2.0	13.0	2.0	2.0
K03694	17.0	19.0	23.0	28.0	17.0	14.0
K03695	883.0	725.0	693.0	1366.0	592.0	517.0
K03696	412.0	319.0	287.0	582.0	231.0	207.0
K03697	2.0	4.0	4.0	4.0	3.0	1.0
K03698	99.0	78.0	56.0	122.0	53.0	49.0
K03699	425.0	363.0	312.0	623.0	318.0	229.0
K03700	41.0	27.0	25.0	61.0	23.0	21.0
K03701	995.0	908.0	823.0	1578.0	734.0	591.0
K03702	559.0	453.0	414.0	841.0	361.0	294.0
K03703	457.0	373.0	332.0	678.0	323.0	252.0
K03704	121.0	91.0	69.0	160.0	76.0	56.0
K03705	150.0	119.0	111.0	262.0	94.0	79.0
K03706	56.0	40.0	33.0	69.0	28.0	32.0
K03707	20.0	34.0	28.0	35.0	17.0	19.0
K03708	26.0	17.0	18.0	44.0	16.0	9.0
K03709	28.0	17.0	13.0	22.0	11.0	9.0
K03710	38.0	32.0	33.0	45.0	29.0	25.0
K03711	43.0	40.0	35.0	55.0	28.0	29.0
K03713	1.0	1.0	1.0	1.0	1.0	1.0
K03715	1.0	0.0	2.0	1.0	0.0	0.0
K03716	8.0	3.0	0.0	9.0	0.0	1.0
K03718	72.0	85.0	47.0	84.0	59.0	49.0
K03719	36.0	25.0	23.0	31.0	26.0	21.0
K03721	6.0	11.0	3.0	12.0	3.0	7.0
K03722	28.0	30.0	39.0	66.0	20.0	19.0
K03723	601.0	477.0	427.0	917.0	409.0	328.0
K03724	28.0	20.0	13.0	36.0	9.0	1.0
K03726	4.0	3.0	5.0	5.0	4.0	2.0
K03727	5.0	1.0	1.0	4.0	1.0	0.0
K03731	1.0	0.0	0.0	0.0	0.0	0.0
K03732	1.0	1.0	1.0	1.0	1.0	1.0
K03733	181.0	143.0	124.0	254.0	98.0	88.0
K03734	186.0	182.0	141.0	301.0	125.0	110.0
K03735	24.0	27.0	46.0	35.0	23.0	20.0
K03736	16.0	13.0	20.0	26.0	12.0	10.0
K03737	812.0	687.0	753.0	1329.0	619.0	541.0
K03738	54.0	33.0	46.0	56.0	32.0	24.0
K03739	24.0	16.0	32.0	31.0	15.0	10.0
K03740	4.0	6.0	10.0	13.0	4.0	4.0
K03741	6.0	4.0	2.0	3.0	1.0	3.0
K03742	207.0	179.0	173.0	327.0	145.0	138.0
K03743	78.0	60.0	43.0	100.0	47.0	33.0
K03744	144.0	111.0	60.0	172.0	88.0	67.0
K03748	3.0	2.0	2.0	4.0	1.0	3.0
K03750	77.0	70.0	76.0	100.0	59.0	42.0
K03752	4.0	2.0	5.0	6.0	4.0	2.0
K03753	12.0	9.0	10.0	16.0	9.0	9.0
K03754	0.0	1.0	0.0	0.0	0.0	0.0
K03756	1.0	2.0	6.0	3.0	4.0	2.0
K03757	2.0	0.0	1.0	2.0	0.0	1.0
K03758	26.0	7.0	5.0	29.0	23.0	7.0
K03759	7.0	2.0	3.0	10.0	4.0	1.0
K03760	56.0	45.0	31.0	49.0	37.0	25.0
K03761	1.0	2.0	1.0	0.0	0.0	1.0
K03762	1.0	0.0	3.0	3.0	1.0	0.0
K03763	603.0	415.0	434.0	954.0	389.0	268.0
K03765	0.0	0.0	0.0	0.0	0.0	1.0
K03767	32.0	23.0	15.0	39.0	19.0	13.0
K03768	252.0	216.0	202.0	384.0	173.0	127.0
K03769	50.0	29.0	10.0	30.0	21.0	14.0
K03770	12.0	8.0	6.0	11.0	9.0	4.0
K03771	63.0	67.0	42.0	70.0	48.0	35.0
K03772	47.0	60.0	29.0	59.0	38.0	37.0
K03773	107.0	104.0	64.0	116.0	84.0	63.0
K03774	5.0	7.0	6.0	8.0	5.0	6.0
K03775	42.0	42.0	29.0	41.0	28.0	28.0
K03776	0.0	0.0	1.0	2.0	0.0	1.0
K03778	135.0	103.0	81.0	164.0	76.0	68.0
K03779	8.0	3.0	2.0	7.0	7.0	6.0
K03780	9.0	4.0	3.0	11.0	6.0	2.0
K03781	49.0	66.0	41.0	69.0	43.0	39.0
K03783	220.0	206.0	160.0	292.0	154.0	144.0
K03784	94.0	80.0	86.0	167.0	67.0	56.0
K03785	62.0	56.0	46.0	86.0	35.0	36.0
K03786	141.0	141.0	102.0	221.0	92.0	85.0
K03787	95.0	93.0	65.0	105.0	78.0	54.0
K03789	121.0	89.0	70.0	160.0	68.0	50.0
K03790	55.0	61.0	47.0	95.0	35.0	43.0
K03791	1.0	0.0	0.0	0.0	0.0	0.0
K03797	435.0	386.0	263.0	583.0	316.0	263.0
K03798	783.0	615.0	573.0	1147.0	506.0	418.0
K03799	33.0	20.0	10.0	32.0	16.0	14.0
K03800	85.0	75.0	66.0	101.0	47.0	45.0
K03801	24.0	32.0	23.0	37.0	22.0	23.0
K03802	1.0	1.0	1.0	1.0	0.0	4.0
K03806	2.0	2.0	0.0	1.0	1.0	1.0
K03810	22.0	22.0	15.0	25.0	8.0	7.0
K03811	19.0	17.0	13.0	23.0	10.0	10.0
K03814	19.0	17.0	18.0	19.0	9.0	12.0
K03816	96.0	91.0	73.0	130.0	72.0	51.0
K03817	22.0	25.0	16.0	27.0	18.0	15.0
K03818	15.0	18.0	12.0	15.0	6.0	9.0
K03819	5.0	3.0	2.0	5.0	3.0	4.0
K03820	46.0	52.0	33.0	41.0	34.0	33.0
K03821	2.0	2.0	8.0	4.0	2.0	0.0
K03824	10.0	5.0	3.0	9.0	5.0	5.0
K03825	1.0	1.0	0.0	1.0	1.0	0.0
K03826	17.0	10.0	4.0	12.0	8.0	6.0
K03827	20.0	16.0	18.0	24.0	13.0	14.0
K03828	3.0	2.0	5.0	3.0	2.0	2.0
K03829	0.0	0.0	1.0	0.0	1.0	0.0
K03830	61.0	54.0	54.0	72.0	37.0	34.0
K03831	43.0	42.0	40.0	65.0	31.0	23.0
K03833	21.0	12.0	7.0	16.0	13.0	4.0
K03834	2.0	1.0	3.0	0.0	0.0	0.0
K03835	0.0	2.0	0.0	0.0	0.0	0.0
K03836	1.0	1.0	0.0	0.0	0.0	0.0
K03839	12.0	10.0	10.0	11.0	6.0	9.0
K03840	0.0	1.0	0.0	1.0	1.0	1.0
K03841	6.0	7.0	5.0	9.0	3.0	4.0
K03842	1.0	1.0	1.0	0.0	3.0	0.0
K03843	0.0	2.0	2.0	3.0	4.0	3.0
K03844	1.0	1.0	0.0	1.0	1.0	0.0
K03851	0.0	2.0	2.0	2.0	0.0	0.0
K03855	5.0	5.0	5.0	6.0	3.0	2.0
K03856	202.0	183.0	216.0	341.0	170.0	120.0
K03857	14.0	14.0	2.0	8.0	10.0	7.0
K03867	1.0	1.0	1.0	0.0	0.0	0.0
K03868	1.0	2.0	0.0	0.0	1.0	1.0
K03869	0.0	1.0	3.0	0.0	3.0	3.0
K03875	0.0	0.0	1.0	0.0	0.0	0.0
K03878	1.0	1.0	0.0	2.0	1.0	0.0
K03879	1.0	0.0	0.0	0.0	0.0	0.0
K03881	0.0	0.0	0.0	2.0	1.0	0.0
K03883	0.0	0.0	0.0	2.0	2.0	0.0
K03885	28.0	32.0	17.0	40.0	26.0	20.0
K03892	11.0	4.0	3.0	14.0	5.0	2.0
K03893	11.0	3.0	7.0	18.0	5.0	4.0
K03911	1.0	3.0	3.0	6.0	1.0	2.0
K03912	0.0	1.0	0.0	1.0	1.0	0.0
K03913	1.0	2.0	1.0	0.0	1.0	1.0
K03923	2.0	2.0	1.0	3.0	0.0	1.0
K03924	268.0	235.0	181.0	460.0	186.0	141.0
K03925	125.0	104.0	89.0	185.0	67.0	58.0
K03926	8.0	1.0	3.0	4.0	2.0	1.0
K03927	0.0	0.0	0.0	1.0	0.0	0.0
K03928	2.0	4.0	1.0	3.0	2.0	1.0
K03929	116.0	113.0	58.0	146.0	78.0	49.0
K03930	101.0	88.0	57.0	102.0	71.0	44.0
K03931	7.0	5.0	6.0	9.0	4.0	7.0
K03932	6.0	12.0	8.0	13.0	9.0	5.0
K03934	7.0	4.0	9.0	15.0	5.0	6.0
K03935	1.0	2.0	0.0	7.0	1.0	0.0
K03936	0.0	0.0	1.0	0.0	0.0	1.0
K03940	0.0	0.0	0.0	0.0	1.0	1.0
K03941	1.0	2.0	0.0	1.0	1.0	1.0
K03942	1.0	0.0	0.0	0.0	1.0	0.0
K03943	12.0	10.0	4.0	12.0	3.0	7.0
K03969	16.0	15.0	22.0	32.0	12.0	8.0
K03972	10.0	7.0	5.0	14.0	9.0	2.0
K03973	3.0	2.0	2.0	4.0	6.0	0.0
K03974	2.0	3.0	3.0	4.0	0.0	3.0
K03975	9.0	8.0	4.0	14.0	6.0	7.0
K03976	180.0	159.0	121.0	221.0	119.0	88.0
K03977	407.0	338.0	341.0	601.0	274.0	247.0
K03978	242.0	196.0	156.0	331.0	144.0	126.0
K03979	311.0	266.0	246.0	502.0	204.0	182.0
K03980	59.0	38.0	35.0	43.0	23.0	24.0
K03981	1.0	1.0	1.0	1.0	1.0	1.0
K03982	1.0	6.0	5.0	3.0	2.0	2.0
K03983	1.0	0.0	0.0	0.0	0.0	0.0
K03984	0.0	4.0	0.0	3.0	1.0	1.0
K03991	0.0	0.0	1.0	0.0	0.0	0.0
K04001	1.0	0.0	0.0	0.0	0.0	0.0
K04014	7.0	6.0	6.0	8.0	4.0	3.0
K04015	2.0	3.0	2.0	3.0	1.0	0.0
K04018	1.0	1.0	0.0	1.0	0.0	1.0
K04019	16.0	12.0	27.0	28.0	16.0	13.0
K04020	0.0	0.0	0.0	0.0	1.0	0.0
K04021	32.0	30.0	20.0	47.0	14.0	14.0
K04022	18.0	14.0	16.0	17.0	8.0	6.0
K04023	18.0	20.0	27.0	33.0	10.0	8.0
K04024	7.0	4.0	6.0	10.0	8.0	5.0
K04026	14.0	13.0	16.0	22.0	11.0	10.0
K04027	56.0	43.0	39.0	71.0	26.0	30.0
K04028	5.0	7.0	3.0	8.0	3.0	1.0
K04029	28.0	18.0	8.0	31.0	13.0	8.0
K04030	3.0	1.0	3.0	3.0	1.0	1.0
K04031	29.0	18.0	10.0	33.0	19.0	6.0
K04032	4.0	5.0	3.0	5.0	2.0	1.0
K04034	22.0	18.0	33.0	43.0	14.0	13.0
K04041	215.0	207.0	199.0	375.0	154.0	141.0
K04042	135.0	97.0	118.0	194.0	83.0	62.0
K04043	630.0	486.0	475.0	863.0	403.0	371.0
K04044	2.0	1.0	4.0	3.0	1.0	3.0
K04045	12.0	6.0	9.0	10.0	5.0	2.0
K04046	7.0	1.0	2.0	2.0	4.0	0.0
K04047	21.0	14.0	11.0	15.0	13.0	11.0
K04058	1.0	1.0	1.0	0.0	0.0	1.0
K04061	9.0	5.0	11.0	28.0	3.0	9.0
K04066	432.0	348.0	323.0	672.0	294.0	231.0
K04068	245.0	199.0	174.0	380.0	136.0	129.0
K04069	370.0	265.0	256.0	471.0	186.0	144.0
K04070	178.0	117.0	148.0	266.0	101.0	75.0
K04072	464.0	284.0	294.0	620.0	278.0	232.0
K04073	2.0	7.0	2.0	2.0	2.0	2.0
K04074	7.0	6.0	7.0	17.0	3.0	5.0
K04075	233.0	187.0	160.0	321.0	126.0	120.0
K04076	14.0	17.0	6.0	12.0	9.0	6.0
K04077	486.0	399.0	376.0	687.0	315.0	261.0
K04078	208.0	163.0	143.0	278.0	132.0	115.0
K04079	391.0	334.0	339.0	573.0	283.0	245.0
K04080	0.0	0.0	0.0	1.0	0.0	0.0
K04082	1.0	0.0	0.0	1.0	1.0	1.0
K04083	181.0	135.0	141.0	276.0	123.0	84.0
K04084	32.0	34.0	17.0	37.0	18.0	16.0
K04086	3.0	1.0	1.0	3.0	3.0	2.0
K04087	43.0	34.0	19.0	41.0	25.0	14.0
K04088	35.0	19.0	7.0	33.0	19.0	11.0
K04093	0.0	0.0	0.0	1.0	0.0	0.0
K04094	197.0	161.0	158.0	323.0	114.0	77.0
K04095	103.0	70.0	66.0	148.0	51.0	49.0
K04096	265.0	222.0	176.0	356.0	176.0	147.0
K04103	5.0	0.0	0.0	0.0	0.0	0.0
